,doc_len,word_count,sent_count,avg_word_len,ck,cc,di,nn,dd,ai,ss,mn,bb,sci,ze,qu,se,sc,ci,ps,si,tch,ngue,st,gu,th,pn,ve,te,zz,au,lm,lf,ge,wh,tu,wr,ph,sh,mm,gh,dge,ft,tt,ed,ng,lk,ti,gue,rr,ch,ll,gn,ff,gg,pp,rh,ce,mb,kn,eer,ere,uy,ho,ear,ei,ar,oor,ure,eigh,ey,is,ae,ow,or,ew,ore,ur,uoy,air,ough,yr,ea,ayer,augh,aw,eau,aigh,igh,oy,oo,ue,are,ee,oa,et,y,er,eir,oew,oar,ie,eo,ui,ier,ou,ir,oi,ay,ye,oe,our,w,h,e,n, ,t,y,o,u,g,p,l,r,d,b,a,m,",",i,s,c,.,f,v,-,k,z,x,j,"""",!,?,',q,;,é,1,9,6,—,‘,8,:,0,(,),7,5,3,4,2,–,[,],%,°,/,ü,+,í,ñ,~,ö,ç,¼,½,á,µ,*,=,×,ß,$,õ,æ,·,±,<,…,œ,è,&,_,÷,£,à,ê,­,î,´,ë,ä,ú,’,“,”,wiki,article,book,details,kid,edu,simple,story,1_letter,2_letter,3_letter,4_letter,5_letter,6_letter,7_letter,8_letter,9_letter,10_letter,11_letter,12_letter
2252,988,162,9,5.1,0,0,2,0,0,0,5,0,0,0,0,0,5,0,0,0,1,1,0,6,0,27,0,5,14,0,0,0,0,1,2,1,1,0,3,0,2,0,0,5,6,5,0,12,0,1,2,5,0,0,0,1,0,2,0,1,0,5,0,2,2,0,7,0,0,0,0,8,0,0,12,3,0,2,0,0,2,0,9,0,0,0,0,0,0,0,0,2,0,2,0,5,13,22,0,0,0,1,0,0,0,5,1,0,0,1,0,1,20,43,111,68,161,83,13,51,21,11,18,29,64,22,13,64,21,14,56,50,12,8,15,6,1,1,1,1,1,0,0,0,1,0,0,0,3,1,2,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,28,39,20,17,12,12,10,7,10,1,4
2253,990,173,10,4.73,6,0,1,0,0,1,1,0,0,0,0,0,7,0,0,0,6,0,0,12,1,30,0,5,12,0,1,0,0,5,2,1,0,0,5,0,1,0,0,1,6,3,0,5,1,0,3,0,0,1,0,0,0,1,0,0,0,7,0,3,0,1,6,0,1,0,0,3,0,1,4,0,0,4,0,0,1,0,1,0,0,0,0,0,0,1,4,1,0,2,3,2,9,16,1,0,1,0,0,4,0,6,1,1,0,0,0,0,16,47,115,36,172,85,9,59,26,10,17,22,49,32,11,54,23,7,46,72,21,9,17,9,0,6,0,3,1,0,0,0,2,0,0,0,2,0,0,0,0,0,0,3,0,0,0,3,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,21,41,40,15,14,17,3,10,4,2,1
2254,1129,198,15,4.71,2,1,3,0,0,2,2,0,0,0,1,0,6,1,2,0,3,0,0,3,0,36,0,7,9,0,0,0,0,1,4,1,0,0,1,1,2,0,2,6,7,4,0,10,0,1,4,3,0,0,0,1,0,3,0,1,0,8,1,3,1,0,6,0,1,0,1,6,0,4,5,0,0,1,0,0,0,0,3,0,0,2,0,0,2,0,0,0,0,3,0,6,15,19,0,0,0,4,0,0,0,3,0,1,3,0,0,0,25,59,113,56,197,98,15,64,18,12,17,36,51,39,15,68,24,20,60,54,23,14,18,9,2,6,1,0,1,6,0,0,2,0,0,0,1,0,0,3,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,38,41,38,33,13,11,7,1,7,2,4
2255,922,161,8,4.73,2,0,2,0,1,0,0,0,1,0,0,0,7,1,0,0,1,0,0,9,2,21,0,4,4,0,0,0,2,4,5,1,0,0,6,0,1,0,0,1,6,3,0,4,0,0,7,1,0,0,1,1,0,4,0,0,0,3,1,9,0,3,5,0,1,0,2,6,0,0,9,1,1,2,0,0,1,0,3,0,0,0,0,0,0,1,1,2,1,7,0,5,17,11,1,0,0,0,1,0,0,5,3,0,3,0,0,1,17,54,99,47,160,73,17,48,19,13,8,22,49,35,15,62,22,9,40,48,20,7,18,4,7,3,0,0,1,2,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,53,28,19,8,14,9,4,1,1,3
2256,1006,194,13,4.19,0,0,6,2,0,0,1,0,0,0,0,1,1,1,1,0,2,1,0,5,0,30,0,0,8,0,0,1,1,0,1,0,0,0,8,0,3,0,5,2,5,4,0,3,0,0,8,4,0,0,0,1,0,0,0,2,1,0,0,10,2,2,6,1,0,0,1,3,0,6,9,2,2,2,0,0,3,1,5,0,0,1,0,0,0,0,6,0,1,3,0,2,22,15,2,0,0,2,0,1,1,8,2,1,6,0,0,2,19,73,88,58,193,81,22,69,13,8,8,31,45,42,13,67,19,9,43,35,23,12,21,1,1,6,0,1,1,0,1,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,32,67,39,19,19,9,5,5,1,0,0
2257,818,163,5,4.02,0,0,4,0,0,2,1,0,0,0,0,0,5,0,1,0,1,0,0,7,0,26,0,3,7,0,4,0,0,2,6,1,0,0,0,0,1,0,2,2,4,6,0,3,0,0,1,2,0,0,0,0,0,2,0,0,0,2,0,8,0,4,2,0,0,0,1,3,0,2,3,2,0,1,0,1,0,0,0,0,1,0,0,0,0,2,0,0,1,1,0,2,15,12,4,0,0,1,0,0,0,2,6,0,2,0,0,1,21,46,79,45,162,65,15,49,14,11,3,20,31,28,10,58,20,18,37,45,8,4,19,3,0,4,0,1,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,29,50,33,21,9,5,5,5,1,0,0
2258,997,196,17,4.09,0,0,3,0,0,2,1,0,0,0,1,0,3,0,0,0,4,1,0,7,2,26,0,3,4,0,1,0,0,4,2,1,0,1,17,0,2,0,0,2,2,7,0,1,0,0,1,3,0,0,0,0,0,0,0,7,0,2,0,11,1,1,4,0,0,0,5,6,0,11,5,6,0,0,0,0,1,0,7,1,1,1,0,0,0,0,1,0,0,3,1,4,21,16,1,0,0,2,1,0,0,12,2,1,4,1,0,0,24,67,99,55,195,78,21,69,22,19,11,35,45,32,10,55,7,15,32,51,14,16,7,3,1,10,1,0,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,32,65,43,27,7,12,8,1,0,0,0
2259,921,169,8,4.46,2,0,4,2,2,2,3,0,0,0,0,3,8,1,0,0,1,0,0,3,1,16,0,7,5,0,0,0,0,2,3,0,0,0,3,0,2,1,1,4,5,3,0,5,1,1,3,3,0,0,0,0,0,3,0,3,0,2,0,4,1,0,8,0,0,0,0,8,0,8,6,0,0,2,0,1,0,0,1,0,0,1,0,0,2,0,1,3,2,3,1,2,9,14,0,0,1,3,0,1,0,8,4,1,1,0,0,2,16,51,90,52,168,58,9,51,19,12,6,18,48,35,9,56,15,13,55,60,16,7,15,9,3,7,0,3,0,6,0,1,5,3,0,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,40,41,29,16,10,14,9,5,1,2,0
2260,855,164,10,4.22,1,0,2,1,0,0,0,0,0,0,0,0,5,0,0,0,1,0,0,5,0,23,0,6,2,0,0,0,0,3,4,0,0,0,2,1,2,1,0,1,7,5,2,5,0,0,1,4,0,2,0,0,0,2,0,2,0,3,0,1,1,1,1,1,0,1,6,10,0,2,7,0,2,1,0,0,0,0,2,0,0,1,0,0,2,0,2,0,0,5,0,1,22,11,0,0,0,2,1,0,0,11,1,1,1,1,0,1,10,53,92,47,163,67,22,43,17,10,8,23,28,26,10,52,24,10,47,34,15,9,12,7,1,7,0,1,0,4,3,0,5,0,1,0,0,0,0,2,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,34,39,45,16,7,7,6,5,1,1,0
2261,934,154,9,5.07,0,2,1,1,0,5,5,0,0,0,0,1,3,0,2,0,2,0,0,10,0,16,0,7,3,0,1,0,0,6,2,1,0,0,11,1,1,0,0,0,3,9,0,4,0,0,2,3,1,3,0,1,0,4,0,2,0,2,0,1,0,1,5,0,2,0,2,7,1,1,3,3,0,3,0,2,0,0,3,0,0,0,1,0,1,1,1,1,1,1,0,0,20,16,1,0,0,2,0,0,1,10,3,0,2,2,0,1,15,42,90,62,153,49,20,49,21,20,18,33,41,26,5,71,19,23,49,59,26,8,14,7,2,3,0,1,0,2,0,0,3,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,20,43,26,17,11,11,10,6,3,3,3
2262,1005,180,9,4.59,0,0,0,0,0,1,3,0,0,0,0,0,5,0,2,0,3,0,0,13,0,23,0,9,10,0,3,0,0,2,2,0,0,0,1,0,3,0,2,1,9,4,0,6,0,0,4,2,0,1,1,2,0,1,1,2,0,8,0,1,1,2,3,1,1,1,3,12,0,1,4,2,1,2,0,1,1,0,5,0,0,0,0,0,2,0,1,1,1,2,0,2,16,19,1,0,0,1,1,0,0,8,4,0,2,0,0,0,25,54,110,56,179,79,16,51,27,12,18,26,43,44,7,60,19,4,53,59,22,8,14,10,1,4,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,43,43,21,8,12,11,5,6,0,2
2263,1101,197,9,4.59,2,0,2,0,0,5,2,0,0,1,0,0,6,2,1,1,2,0,0,10,0,36,0,7,3,0,2,0,1,3,1,2,0,0,4,0,1,0,0,3,9,6,1,6,0,2,4,6,0,0,0,1,1,0,0,1,0,4,0,4,4,1,11,0,2,0,1,6,0,3,8,1,3,4,0,1,1,0,12,0,0,0,2,0,0,0,2,0,0,7,1,2,9,11,0,0,0,2,0,0,0,6,6,0,2,0,0,2,16,56,111,60,196,97,9,51,18,16,15,37,62,40,9,79,11,17,61,69,20,8,18,11,1,5,0,1,1,2,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,23,52,36,33,12,15,6,10,3,0,1
2264,846,161,5,4.26,0,0,1,0,0,4,0,0,0,0,0,0,5,0,1,0,1,0,0,3,0,31,0,6,5,0,1,0,0,2,4,0,1,0,0,1,1,0,1,5,6,5,0,4,0,1,3,2,0,0,0,1,0,0,0,0,0,6,0,2,3,1,6,0,0,0,4,2,0,4,5,0,0,1,0,1,1,0,7,0,0,1,0,0,0,0,2,0,0,3,0,0,16,13,1,0,0,1,1,1,0,8,2,0,1,2,1,0,22,42,89,46,160,80,16,62,15,10,9,24,36,27,6,44,13,13,45,39,13,4,15,9,0,3,0,1,0,0,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,29,44,29,22,16,7,7,4,0,0,1
2265,859,159,5,4.41,1,0,2,3,0,1,0,0,0,0,0,0,4,0,0,0,2,3,0,7,0,20,0,3,2,0,1,0,2,3,4,0,0,0,9,0,2,0,0,4,6,7,0,2,0,0,6,2,0,0,0,0,0,1,1,0,0,2,0,7,1,1,3,0,0,0,2,7,0,3,3,1,1,2,0,0,1,0,4,0,0,1,1,0,1,0,3,0,0,4,0,4,17,6,1,0,0,1,0,0,0,8,5,2,0,0,4,1,21,58,93,47,158,64,17,46,15,16,0,31,35,35,16,41,8,13,43,41,12,4,16,5,2,10,0,1,0,4,3,1,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,20,48,35,17,17,7,5,5,2,0,0
2266,991,182,6,4.45,3,0,0,0,0,2,3,0,0,0,0,1,3,1,0,0,0,0,0,12,1,19,0,3,6,0,2,0,0,0,4,2,0,1,2,1,2,0,0,0,11,5,1,4,0,0,2,9,0,0,0,1,0,3,2,1,0,1,0,4,1,0,6,0,0,0,1,9,0,6,6,1,2,4,0,1,0,0,7,0,1,1,0,0,1,1,3,0,1,6,0,4,15,8,0,0,0,0,0,0,0,6,1,0,2,1,0,1,21,49,86,47,181,71,15,58,28,11,11,49,42,35,16,67,25,16,35,58,16,5,15,5,0,13,0,1,3,6,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,21,47,42,20,15,12,11,3,2,1,0
2267,951,166,11,4.73,2,3,0,4,0,1,3,0,1,0,0,1,5,4,2,0,1,0,0,2,0,13,0,3,8,0,2,1,1,6,3,3,0,1,2,0,1,1,1,1,8,10,2,3,0,0,1,2,0,1,0,1,0,3,0,0,0,1,0,2,0,1,5,0,1,0,0,12,0,1,7,0,0,4,0,0,0,0,4,0,1,0,1,0,0,0,2,0,0,1,1,1,22,13,0,0,1,2,0,0,0,10,2,0,4,0,3,2,16,43,81,60,165,48,22,58,29,19,12,26,47,32,5,73,32,15,46,46,23,10,16,6,0,5,0,0,3,10,0,0,1,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,28,41,24,19,17,15,9,3,1,2,3
2268,1030,189,11,4.46,0,0,1,1,0,2,0,0,0,0,1,2,4,2,0,1,10,0,0,6,0,20,0,4,9,0,0,2,0,4,4,1,1,0,2,1,0,2,0,1,13,9,0,2,0,1,4,4,0,0,0,2,1,4,0,2,0,4,0,5,0,0,4,2,0,0,3,7,0,3,5,2,2,3,0,0,0,0,3,0,0,0,0,0,0,1,5,1,1,0,2,3,11,16,0,0,1,1,0,1,0,10,1,0,1,1,3,1,28,43,98,67,188,66,11,65,21,14,14,38,42,45,9,81,21,9,48,60,15,10,16,6,0,6,1,1,4,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,24,54,39,19,11,15,11,5,4,0,1
2269,1119,192,11,4.83,3,0,1,0,1,4,1,0,0,0,0,0,8,0,0,0,1,1,0,7,0,25,0,6,6,0,0,1,1,3,1,3,0,0,1,0,0,0,1,5,10,5,0,1,0,2,8,3,0,0,0,2,0,0,0,2,0,6,0,4,2,0,13,1,3,0,1,3,0,5,9,0,0,7,0,1,0,0,6,0,0,1,0,0,0,1,7,0,0,3,5,5,11,17,0,0,4,0,1,0,0,8,3,0,0,1,0,2,23,44,109,53,191,69,11,71,24,10,17,43,64,52,18,72,26,26,35,81,22,10,27,6,1,10,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,20,47,39,28,23,13,10,8,3,0,0
2270,867,165,6,4.26,4,0,2,0,1,5,3,0,0,0,0,1,5,0,1,0,0,0,0,5,0,26,0,1,2,0,1,0,0,0,4,0,0,0,3,0,0,0,0,0,9,3,0,4,0,0,3,1,0,0,0,0,0,2,0,0,0,3,0,4,1,0,2,0,2,0,5,2,0,0,3,0,1,2,0,0,0,0,9,0,0,1,0,0,0,0,2,0,0,2,1,0,14,10,0,0,0,6,0,0,0,8,2,1,3,1,0,0,14,44,95,48,164,65,14,46,16,7,8,31,32,44,12,65,11,15,43,38,17,5,16,3,1,4,0,2,1,0,0,0,1,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,27,45,46,16,14,4,5,4,1,0,2
2271,1184,205,8,4.78,1,0,2,0,0,1,3,0,0,1,0,0,5,2,2,0,2,0,0,9,1,41,0,7,8,0,1,0,1,2,4,2,0,1,1,0,2,0,0,2,16,6,0,9,0,1,5,3,0,0,0,1,0,5,4,1,0,3,0,2,0,3,8,0,1,1,4,5,0,1,8,0,2,1,0,0,0,0,3,0,0,1,0,0,2,0,1,2,0,4,0,0,16,15,2,0,0,2,2,2,0,6,7,1,2,0,0,0,17,64,129,70,204,105,16,74,25,10,14,31,50,41,19,71,23,20,63,57,27,7,22,14,0,5,0,1,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,34,48,34,21,17,17,11,11,4,3,1
2272,886,162,8,4.48,0,0,3,2,0,4,1,0,0,0,1,0,5,3,1,2,2,0,0,7,0,32,0,6,8,0,1,0,1,3,2,1,0,0,3,1,0,1,2,0,4,6,0,7,0,0,1,4,1,0,0,0,0,0,0,1,0,4,0,2,2,1,7,0,0,0,1,9,0,1,4,3,0,2,0,0,0,0,4,0,0,0,0,0,0,5,0,0,3,1,0,4,13,9,1,0,0,3,0,0,0,2,2,0,2,0,0,0,15,43,88,58,161,77,13,51,14,15,10,30,33,25,9,64,9,10,47,48,16,7,23,11,1,2,1,0,1,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,30,43,29,22,8,10,5,9,3,2,0
2273,989,170,10,4.82,0,1,4,0,0,3,1,0,0,0,0,1,6,0,1,0,4,1,0,7,0,33,0,6,6,0,0,0,0,1,5,1,0,0,3,1,5,0,0,4,9,5,0,6,0,0,3,0,1,1,0,0,0,2,1,0,0,3,0,3,2,5,5,0,1,5,0,6,0,2,13,1,2,2,0,0,0,0,5,0,0,0,0,0,5,0,2,0,1,1,2,5,17,19,0,0,0,0,0,0,0,6,1,0,1,1,0,0,18,54,112,58,169,84,17,70,14,16,10,28,55,31,11,52,16,14,45,44,20,9,22,7,0,6,0,3,1,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,40,24,17,17,16,8,3,9,1,2
2274,999,195,10,4.13,1,0,2,0,0,1,0,0,0,0,0,1,8,0,0,0,3,0,0,3,0,31,0,7,5,0,2,1,0,0,4,1,0,0,2,0,5,0,0,2,5,5,0,1,0,0,6,9,0,0,0,1,0,5,0,0,0,1,0,5,1,4,9,1,1,1,2,5,0,4,5,1,0,3,0,0,2,0,6,0,0,0,0,1,3,0,7,0,7,3,0,2,17,13,1,0,0,0,0,1,0,11,3,1,2,1,0,1,26,57,100,40,194,61,17,62,25,18,17,33,53,26,14,68,13,9,53,47,23,9,14,9,1,7,0,0,0,2,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,31,45,43,26,17,12,5,3,2,0,0
2275,1163,194,8,5.0,0,0,1,0,0,1,2,0,0,0,3,1,4,0,3,0,1,0,0,3,0,31,0,5,13,0,0,0,1,3,2,2,1,0,1,1,2,0,0,4,6,5,0,21,0,1,8,1,2,1,0,0,0,7,2,0,0,3,0,1,0,1,5,0,0,0,1,3,0,1,5,0,0,2,0,0,1,0,8,0,0,5,0,0,1,0,0,1,3,7,0,3,13,19,1,0,0,3,0,0,1,7,2,0,0,0,0,0,18,48,130,92,193,97,13,87,24,19,9,33,61,19,9,73,22,5,63,52,37,7,33,9,0,1,3,0,0,0,0,0,1,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,44,41,23,18,10,20,10,7,10,5,5
2276,1009,186,8,4.43,2,0,1,0,0,0,1,0,0,0,1,0,11,1,2,1,5,1,0,5,0,28,0,4,8,0,1,0,0,1,2,0,0,1,1,0,2,0,0,2,6,8,0,5,0,0,3,3,1,2,0,0,0,4,0,1,0,1,0,9,1,5,2,0,0,1,0,14,0,6,10,1,0,1,0,0,1,0,6,0,0,0,1,0,1,1,1,0,0,3,0,1,10,7,3,0,0,1,0,1,0,7,3,1,4,0,0,0,15,49,94,59,185,74,10,80,14,20,13,37,44,21,8,50,20,13,62,73,21,7,25,6,0,7,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,30,37,39,33,17,8,8,6,2,0,1
2277,1003,170,8,4.91,0,0,3,1,0,2,0,0,0,0,0,0,4,0,2,1,1,0,0,12,0,25,0,4,5,0,0,0,0,0,2,2,0,1,0,1,1,0,0,0,4,1,0,4,0,1,5,1,0,0,0,1,1,4,0,3,0,0,0,6,0,2,4,0,1,0,1,10,0,5,17,1,3,3,0,0,1,0,5,0,0,1,0,0,0,0,0,2,0,3,2,0,14,13,2,0,0,0,0,0,0,6,6,0,1,0,0,0,11,56,90,66,169,80,14,64,19,9,18,20,62,22,8,73,33,9,55,58,23,7,18,10,0,6,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,27,39,32,18,10,16,7,6,7,3,3
2278,1055,175,8,5.03,1,0,6,0,0,0,0,0,0,0,2,0,6,1,2,0,0,0,0,8,0,29,0,8,6,0,0,0,0,2,3,2,0,0,0,0,1,0,0,1,8,4,0,13,0,1,7,1,1,1,0,0,0,6,1,1,0,12,0,1,1,2,8,0,0,0,2,8,0,8,6,0,1,2,0,0,0,0,3,0,0,0,0,0,1,1,1,1,0,2,1,1,16,26,1,0,0,6,1,1,1,5,1,0,2,1,0,0,22,51,131,69,174,85,16,69,18,11,12,32,61,27,15,55,22,9,60,40,23,7,16,11,2,5,2,2,2,2,2,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,31,40,24,24,12,11,11,5,6,4,5
2279,945,166,10,4.7,0,1,5,0,0,2,2,0,0,0,0,0,4,0,1,0,3,0,1,1,2,13,0,4,5,0,1,0,0,2,2,0,1,0,4,0,0,0,0,2,4,12,0,2,1,0,3,1,1,0,0,1,0,3,0,1,0,3,0,3,1,0,7,0,0,0,0,8,0,2,8,2,1,4,0,2,0,0,5,0,0,0,0,0,0,1,1,1,4,3,0,3,14,12,0,0,0,2,0,0,1,16,2,0,2,1,0,3,19,42,91,61,165,51,14,60,30,19,9,30,54,37,10,63,16,8,53,40,22,9,21,7,0,7,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,31,36,22,23,17,15,4,6,7,1,1
